n,type,avg_th5,avg_th10,avg_th20,avg_th30,avg_th50
81800,reversed,6911.4,6495.2,6777.8,6749,8529.4
81800,nearly,6269.2,6094.8,5882.8,5906.4,5755.6
81900,random,13497.6,12990,12710,12696.4,12916.6
81900,reversed,6779,6608.8,6875,6849.6,8621.8
81900,nearly,6362.4,6027.6,6047,5934.2,5775.4
82000,random,13526.4,13036,12729.8,12703.6,13154
82000,reversed,6740.8,6675.2,7303.2,6829.6,8578.4
82000,nearly,6295.6,6201,6015.2,5913.4,5917.6
82100,random,13477,13020.4,12668,12625.8,12833.2
82100,reversed,6964.8,6738,6848.2,6830.6,8597
82100,nearly,6050.4,6033.4,5917.4,5910.2,5764
82200,random,13538,13020.6,12700,12748.6,13308.8
82200,reversed,6755,6639.2,6886.4,6898.6,8667.6
82200,nearly,6314.6,6239.4,6188.2,6165.6,6035.8
82300,random,13503.6,13043,12776.6,12681.2,12995.2
82300,reversed,6715.8,6580,6819,6817.4,8597.2
82300,nearly,6369,6244,6077.4,6208,6105
82400,random,13597.8,13018.6,12825.2,12744.6,12900.8
82400,reversed,6700.4,6587.4,6828.2,6825.4,8638.8
82400,nearly,6124.4,6034.2,6083.6,5957.8,5834.8
82500,random,13645,13230.4,13020,12933.4,13664.6
82500,reversed,6847,6625.2,6834.8,6835.8,8822.8
82500,nearly,6386.4,6073.8,5915,5900.4,5750
82600,random,16455.2,13745.4,12944.2,12780.4,13121.8
82600,reversed,8254.6,7239.8,7842.4,6969.4,8831.2
82600,nearly,6368.6,6211.6,6108.8,6189.6,6019.4
82700,random,13678.4,13316.6,12862.8,12870.2,13582
82700,reversed,6983.8,7051,7023.2,6963,8845.4
82700,nearly,6390.6,6155.4,6360.8,6482.4,6240.6
82800,random,13992.4,13564.4,13302.2,13044,13309.8
82800,reversed,6953.8,6756.2,7062.6,7269.2,9327.6
82800,nearly,8431.2,6872.4,6664.6,6318,6116.8
82900,random,15305.6,13250.8,13165.4,12903.4,13032.2
82900,reversed,7199,6987.4,7282.4,7045.8,8764.2
82900,nearly,6261.4,6120.8,6038.6,6003.2,5849
83000,random,13750,13288.6,23798.8,13429.8,13681.4
83000,reversed,7258.2,6715.8,6872,6915.2,8737
83000,nearly,6130.4,6236.6,6146.2,6008.4,5856.8
83100,random,13736.4,13172.6,12837.6,12724.2,13013.6
83100,reversed,6788.2,6649.8,6824.6,6901.6,8725.4
83100,nearly,6488.6,6361.4,6324.8,6270,6051.2
83200,random,13777.8,13336.8,18108,13019,13152
83200,reversed,6840.8,6656.4,6957.8,6908.8,8751.2
83200,nearly,6351,6304.4,6237,6011.4,5884.8
83300,random,13791.8,13349.4,13089,12900.2,13152.8
83300,reversed,6776.2,6657,6812.8,6903.8,8742.2
83300,nearly,6169.2,6084,6024.6,6027.6,6099.2
83400,random,13794.4,13297.4,13028.6,12837.6,13150.4
83400,reversed,6879.2,6786.8,6921.8,7023.6,8892.4
83400,nearly,6343.2,6273.4,6275.8,5995.6,5838.6
83500,random,13717.8,13315.4,13177,12836.2,13107.2
83500,reversed,6833.2,6721.4,6854,6964.8,8878.6
83500,nearly,6413.8,6373,6341.6,6311.6,6078.8
83600,random,13811.2,13359.8,13167.2,12913.6,13231.2
83600,reversed,7150.2,6886.4,6975.8,7097.4,8920.2
83600,nearly,6224,6267,6104,6035.4,5882.6
83700,random,13829.8,13419.8,13138,12960.4,13333.4
83700,reversed,7517.6,6840.6,6975,7083.6,8932.2
83700,nearly,6430.4,6157,6097.4,6126.6,5896.2
83800,random,13821.4,13439.6,13183.8,12881,13185.6
83800,reversed,7141.8,6798.6,6994.2,7166.2,9123.8
83800,nearly,6459.4,6248.6,6278,6051.8,5883
83900,random,13904,13433.6,13102.6,12890.2,13196.2
83900,reversed,6887.6,6773,6872.2,7029.4,8877.8
83900,nearly,6440,6369.6,6221.6,6032.8,5889.6
84000,random,13910.8,13455.8,13147.2,12946.8,13271.8
84000,reversed,7067,6907,7033,7162.2,9022
84000,nearly,6285,6231.6,6136.2,6104,6152
84100,random,13957.2,13498.4,13171,12996.8,13273.6
84100,reversed,6888.6,6790.8,6870,6988.8,8922.2
84100,nearly,6344,6254.2,6165,6098.8,5918.4
84200,random,13954.4,13558.8,13253.8,12943.2,13271.4
84200,reversed,6971.2,6819.6,6911.8,7044.4,8966.6
84200,nearly,6350.2,6339.6,6260.2,6149.8,5938
84300,random,13986.8,13510.4,13221.8,13034.4,13304.4
84300,reversed,7027.2,6793.4,7009.8,7066.4,8979.6
84300,nearly,6294,6217.2,6362.8,6120.4,5938.6
84400,random,13977.8,13577.8,13248.6,12980.2,13300.8
84400,reversed,7045.8,6801.8,6931.6,7037.2,9074.2
84400,nearly,6321.8,6257.6,6186,6107.8,5933.2
84500,random,14023.2,13654.2,13291.8,12938.4,13385.4
84500,reversed,6949.4,6836.2,6902.2,7075.6,8946
84500,nearly,6601.6,6375.6,6404,6320.6,6211
84600,random,14564.2,13830.4,13383.6,13199.4,13428.2
84600,reversed,6979.2,6876.4,6881.4,7104.2,9041
84600,nearly,6334.6,6313.4,6188.4,6123.2,5966.4
84700,random,14083.2,13595,13335,13043.2,13384.2
84700,reversed,6948.2,6846.4,6878.8,7075.2,9058.2
84700,nearly,6571.8,6399,6349.2,6125.2,5978.4
84800,random,14081.6,13758.2,13370.4,13129.4,13628.4
84800,reversed,7106.2,6998.2,7042.2,7257.4,9237.4
84800,nearly,6517.8,6239,6255.8,6117.2,5964
84900,random,14091.6,13662.8,13385.2,13134.2,13450.8
84900,reversed,7103.2,7007.4,7043.8,7264.4,9172
84900,nearly,6841.8,6392.2,6217.2,6202.8,5976.2
85000,random,14152.6,13708.2,13403.4,13216.2,13487
85000,reversed,7129,7010.2,7043,7265.8,9201.2
85000,nearly,6388.8,6316.2,6267.6,6163.2,5996.8
85100,random,14131,13787.8,13579.6,13163.2,13507.4
85100,reversed,7436.8,7069.4,7045.2,7238.6,9070.8
85100,nearly,6471.6,6497.2,6459.8,6437.6,6108.6
85200,random,14170.6,13724,13488.8,13288.2,13727.8
85200,reversed,7448.8,6988.8,6914.4,7158.8,9107.4
85200,nearly,6454.6,6278.2,6249.6,6269.6,6016.4
85300,random,14129.2,13732.8,13415.6,13206.6,13493.6
85300,reversed,7502.4,7282.8,7085.4,7278.4,9289.2
85300,nearly,6593.2,6307.4,6295.2,6154.4,6026.6
85400,random,14212,13792.6,13476.4,13124,13468.8
85400,reversed,7120,6904.8,6923.4,7185,9165
85400,nearly,6608,6590.8,6550.6,6263.8,6029.4
85500,random,14196.6,13814.2,13554.2,13237.8,13581.4
85500,reversed,7176.4,7055.8,7040.4,7284.8,9258.2
85500,nearly,6366.2,6331.6,6353.4,6205,6004.6
85600,random,14226.6,13878,13589.2,13154.6,13671.6
85600,reversed,7118.2,6973.4,6961.6,7398.8,9160.6
85600,nearly,6406.2,6333,6306.8,6206.4,6047.2
85700,random,14268.8,13924,13475.2,13154.8,13506.2
85700,reversed,7340.4,7206.2,7155.2,7339,9208
85700,nearly,6505.4,6466.6,6308.6,6169.2,6013
85800,random,14268.8,13826.4,13554.8,13230.6,13580.4
85800,reversed,7164.8,7094.4,7028.2,7380,9295.2
85800,nearly,6424,6342.4,6322.6,6200.2,6030.4
85900,random,14274.2,13943.6,13652.4,13368.2,13574.6
85900,reversed,7208,7091,7029.2,7337.8,9328.4
85900,nearly,6473.6,6519.2,6303.8,6175.8,6020.4
86000,random,14269.8,13919.2,13646,13317.2,13703.2
86000,reversed,7529.6,7448.8,6998.8,7325.4,9358
86000,nearly,6475.6,6452,6495.2,6230.8,6068.8
86100,random,14307,13912.6,13647.4,13311.2,13642.4
86100,reversed,7056.2,6970.6,6890.6,7219.8,9224.6
86100,nearly,6438.2,6383.6,6350.2,6243.2,6082.4
86200,random,14331.6,13952.6,13671.8,13314.6,13667
86200,reversed,7179,7069.6,6976,7320.6,9296.6
86200,nearly,6689,6660.6,6607.2,6231.4,6075.2
86300,random,14390.6,13947.6,13628.2,13264.2,14095.8
86300,reversed,7423.8,7358,7268.8,7584.4,9588.8
86300,nearly,6747,6513.2,6471.4,6601,6072.8
86400,random,14379,14073.4,13727.6,13385.2,14236.8
86400,reversed,7362.8,7115.2,7027.2,7418.4,9501.8
86400,nearly,6771.4,6385.8,6355.4,6307.8,6246.6
86500,random,14416.4,14082.2,13737.4,13387.8,13748.4
86500,reversed,7333.8,7087.6,6992.4,7325.6,9362.2
86500,nearly,6737.4,6474.8,6365.4,6282.6,6105.4
86600,random,14392.6,14012.2,13672.6,13358.2,13723.2
86600,reversed,7324.4,7135,7061.6,7412.4,9440.4
86600,nearly,6725.8,6585.8,6375,6401,6204.2
86700,random,14428.6,14061,13797.4,13422.6,13787.2
86700,reversed,7245,7116.4,7021.4,7376.8,9392.6
86700,nearly,6732.2,6640.8,6616,6519.6,6250.4
86800,random,14474.2,14095.8,13742,13449.2,13914.8
86800,reversed,7659.4,7568.2,7448,7622.4,9474.6
86800,nearly,6736.6,6516.2,6387.8,6298.6,6138.4
86900,random,14410.8,14014.8,13652.2,13339.6,13793.4
86900,reversed,7304,7306,7006.4,7296.6,9386.2
86900,nearly,6715.2,6459.2,6351,6245.4,6110.8
87000,random,14499.2,14126.6,13753.8,13349.2,13726.8
87000,reversed,7181.2,7066.2,6982,7352.8,9401.4
87000,nearly,6752.8,6498.4,6384.8,6242.8,6346
87100,random,14564.8,14196.2,13806.8,13361.8,13703
87100,reversed,7143.4,7057.6,6971.8,7306.4,9389.6
87100,nearly,6751.6,6479.8,6419.6,6291,6154.8
87200,random,14541.8,14158,13794.2,13456,13850.8
87200,reversed,7264.8,7182,7077.4,7416.8,9505.8
87200,nearly,6673.6,6482.8,6438.6,6312.2,6159
87300,random,14589.2,14234.8,13929.4,13730.8,13944
87300,reversed,7751.6,7342.8,7140,7514.6,9594.8
87300,nearly,6651.8,6509.4,6410.4,6283,6150.4
87400,random,14618.8,14306,13899.4,13607,13861.6
87400,reversed,7350,7085,6973.4,7409.2,9557.2
87400,nearly,6636,6487.2,6415.2,6315.2,6279.8
87500,random,14593.8,14168.2,13792.2,13486.2,13853.2
87500,reversed,7240.6,7173,7001,7413.6,9507.6
87500,nearly,6687.8,6466.6,6431.4,6312.2,6205.2
87600,random,14671.6,14324.4,13926.2,13592.8,13951.6
87600,reversed,7613.4,7423.4,7168.6,7553,9611.2
87600,nearly,6699.6,6483.2,6424.6,6321,6205.4
87700,random,14720.4,14347.4,13916.4,13566,13979.2
87700,reversed,7584.2,7271.8,7138.6,7534,9619.4
87700,nearly,6806.2,6771.4,6674,6594.4,6456.2
87800,random,14673.6,14355.2,13947,13518.8,13983.2
87800,reversed,7615.6,7151.2,7062.8,7436.6,9556.4
87800,nearly,6726.4,6548.6,6473.8,6371.8,6204.4
87900,random,14718.2,14403,13948,13649,13998.8
87900,reversed,7555.2,7265.6,7147.4,7534.8,9630.6
87900,nearly,6734.8,6635.8,6770.6,6474.6,6379.2
88000,random,14754.6,14409.6,13983,13570,13924
88000,reversed,7310.8,7148.8,7030.8,7514.2,9761
88000,nearly,6771.8,6714.6,6666.8,6553,6430.4
88100,random,15053,14601.4,13984.8,13607.6,14002.8
88100,reversed,7755.4,7264.6,7132.8,7507.8,9657.2
88100,nearly,6795.2,6562.6,6672.4,6646.6,6382.6
88200,random,14784.6,14446,13966.4,13541.6,13935.4
88200,reversed,7498.2,7182.4,7067.2,7447.2,9580
88200,nearly,6610.6,6509,6682.6,6604.2,6357.2
88300,random,14802.8,14453.4,13984.6,13600.6,14001
88300,reversed,7350.4,7210.2,7072.6,7469.6,9720
88300,nearly,6746.4,6801.4,6729.4,6634.4,6505
88400,random,14818.8,14441,14022.8,13837,13968.8
88400,reversed,7320.4,7220.6,7076,7471,9647.8
88400,nearly,6658.4,6793.2,6500.6,6361.2,6199.6
88500,random,14852,14502.2,13985,13611.8,14122.4
88500,reversed,7319.8,7286,7092.2,7521.8,9681.8
88500,nearly,6900.2,6821,6742,6648.2,6354.8
88600,random,14859.6,14538,14084,13759.6,14126.8
88600,reversed,7424.4,7336.8,7204.8,7590.8,9738.8
88600,nearly,6669.8,6622,6617.6,6543.8,6504.6
88700,random,14872.8,14507.6,14114.4,13839.2,14499.2
88700,reversed,7485.2,7380.6,7267.2,7650.4,9780.6
88700,nearly,6926.2,6842,6551.2,6559.8,6385.2
88800,random,14887.8,14523.6,14084.4,13865.6,14437
88800,reversed,7465.2,7272.4,7161.6,7570,9784.8
88800,nearly,6726.4,6614.8,6625.6,6441.6,6272.4
88900,random,14915.2,14593.6,14139.8,13786,14188.6
88900,reversed,7654.6,7251.8,7167.6,7629.6,9739.2
88900,nearly,6848,6958.6,6762,6713.4,6511
89000,random,14855.2,14483.2,14117,14000.4,14217
89000,reversed,8012.8,7351.2,7165,7774.8,9857.4
89000,nearly,6771,6618.6,6563,6684.8,6796
89100,random,15510.8,16161,14434.8,13681,14110.2
89100,reversed,7610.6,7289.6,7160,7592,9771.8
89100,nearly,6956.4,6859.4,6787.2,6668.2,6296.4
89200,random,15000.6,14663,14217.2,13855.2,14291.6
89200,reversed,8018.6,7648.4,7509.2,7800.2,9980.2
89200,nearly,6734.8,6658.4,6646,6493,6330.2
89300,random,14969.4,14643.2,14083.8,13742.2,14218.2
89300,reversed,7412.4,7326.4,7151.8,7549.6,9768.6
89300,nearly,6804.8,6659.8,6650.8,6455.6,6274.6
89400,random,14971,14717.4,14225.6,14095.2,14337.8
89400,reversed,7520.4,7423.6,7301.6,7732,9933.4
89400,nearly,7204,6943.8,6582.4,6483.6,6304.2
89500,random,15007.8,14590.6,14173.4,13844,14214.8
89500,reversed,7394.2,7324.4,7201.4,7611.8,9842
89500,nearly,6950.2,6764,6825.2,6612.4,6388
89600,random,15038,14680.2,14250.6,13901,14320.4
89600,reversed,7517.2,7446.4,7323,7798,9963.2
89600,nearly,6901,6825,6628,6652.8,6447
89700,random,15072.2,14726.2,14219.2,13859.4,14284
89700,reversed,7569.2,7593.4,7432,7858,10226.6
89700,nearly,7040.8,7060.4,7111.8,6876.6,6580
89800,random,15248,14718,14184.2,13790,14298.4
89800,reversed,7798.4,7669.6,7224,7853.6,9949.8
89800,nearly,6748.6,6672.6,6595.4,6501,6336.2
89900,random,15101.6,14797.4,14310.8,13989.8,14347.8
89900,reversed,7987,7516.6,7302.4,7760,9940.4
89900,nearly,6725,6756.4,6763.6,6669.4,6329.2
90000,random,15153,14777.8,14206.6,13876,14278.2
90000,reversed,7747.2,7359,7308.4,7910.8,10032.8
90000,nearly,6792,6725.6,6631.8,6555.6,6360.2
90100,random,15193.2,14816.6,14282.2,14000,14497.4
90100,reversed,7891,7601.8,7274,7659.8,9924.8
90100,nearly,6824.4,6692.2,6624.4,6515.2,6354.6
90200,random,15112.6,14793.4,14214.6,13917.4,14347.4
90200,reversed,7636.4,7333.4,7208.6,7762.6,10155.4
90200,nearly,6965.2,6769.4,6767.8,6621.6,6502.4
90300,random,15291.2,15186.2,14488.2,14011.4,14680
90300,reversed,7465.6,7505.4,7401.8,7889.2,10161.8
90300,nearly,7154,7072.2,6897.2,6780,6608.8
90400,random,15191,14840.6,14374.2,14205.2,14437.2
90400,reversed,7635.2,7523.8,7374.8,7814.8,10081.6
90400,nearly,7059.2,6785.4,6655.6,6562,6392.4
90500,random,15208.2,14865.4,14335.6,13944.4,14392.6
90500,reversed,7506.2,7363.6,7239.2,7689.6,10190.2
90500,nearly,6930.8,6762.8,6677.4,6705.4,6576.2
90600,random,15276.2,14880.2,14449.8,14274.8,14614
90600,reversed,7811.2,7524.8,7381.8,7859.6,10102
90600,nearly,6844.4,6817,6817.2,6879.8,6637
90700,random,15259.2,14938,14514,14071.6,14407
90700,reversed,7535.6,7446.8,7283.2,7733,10212.6
90700,nearly,7079.2,6781.4,6714.4,6604,6423.6
90800,random,15237.6,14923,14394.4,14045.6,14475.2
90800,reversed,7571.4,7495.8,7337,7794.2,10080.2
90800,nearly,6903,6744,6717.8,6682.8,6578.8
90900,random,15320,14972.8,14543.2,14065,14569.6
90900,reversed,7725.6,7580.6,7444,7899.8,10188.6
90900,nearly,7081.6,6835.6,6687.8,6568.6,6694.2
91000,random,15379.6,14958,14467,14316.4,14572.6
91000,reversed,7652.8,7439.4,7301.4,7764.8,10056.6
91000,nearly,7333.6,7175.2,7188.8,6970.4,6942.2
91100,random,15404.2,15011.2,14505.8,14192.8,14594.2
91100,reversed,7876.2,7537,7417.6,7868.2,10185.2
91100,nearly,7459.4,7002,6877.2,6612,6684.8
91200,random,15329,14918.2,14427.2,14140,14607.8
91200,reversed,7991.6,7470.2,7333.4,7799,10099.6
91200,nearly,6844.2,6797.2,6706.6,6627,6446
91300,random,15393,15022.8,14578.2,14336.2,14624.8
91300,reversed,8025.8,7881.6,7518.2,7937.2,10245
91300,nearly,6892.6,6815.6,6742.2,6636.4,6741.6
91400,random,15956.4,15480.4,14936.2,14642.8,15114.4
91400,reversed,7677.4,7603.8,7504.8,7983,10163.4
91400,nearly,6925.6,6854.6,6748.2,6640,6496.8
91500,random,15441.6,15082.4,14593.6,14337.8,14685.2
91500,reversed,7716.4,7600.2,7478.2,8029.6,10328
91500,nearly,6914.6,6849.2,6768.6,6690.4,6482.6
91600,random,15465.6,15069.2,14587.6,14229.8,14804.6
91600,reversed,7753.2,7641.6,7511.2,7982,10319.6
91600,nearly,6943.8,6838.6,6755,6726,6487.6
91700,random,15470.2,15058.2,14541.8,14342.6,14625.4
91700,reversed,7662.8,7529.2,7382.4,7854.2,10514
91700,nearly,7222.4,7124.2,7013.4,6901.6,6730.6
91800,random,15489,15132,14615,14261.6,14712
91800,reversed,8004,7892.4,7499.6,7927.6,10259.8
91800,nearly,7180.8,7170.2,7068.4,6739,6564.6
91900,random,15469,15109,14522.4,14225,14719.4
91900,reversed,8161,8034.4,7606.6,7997.2,10221.2
91900,nearly,6987.2,6856.6,6777.6,6661.4,6482.4
92000,random,15533.6,15160.2,14558.6,14148.6,14678.6
92000,reversed,8017.4,7633.6,7389.6,7947.4,10379.2
92000,nearly,7231.8,6928.2,7007.8,6863.6,6543
92100,random,15555.2,15184.8,14617.4,14267,14713.6
92100,reversed,7820.6,7680.6,7560.6,8016.2,10385.4
92100,nearly,7091.6,6894.2,6805.4,6706.6,6529.2
92200,random,15641.6,15178.2,14652.2,14352.6,14847
92200,reversed,7790.8,7645.4,7530.2,8008.8,10389
92200,nearly,7082.8,7090,6800.4,6725,6528.8
92300,random,15611.2,15204,14752,14453.2,14850
92300,reversed,7857.2,7745.6,7607.4,8081.2,10445
92300,nearly,7145.8,6933.2,6847.2,6794.2,6528.4
92400,random,15615.8,15146.4,14728,14625,14992.2
92400,reversed,7977.6,7820.2,7580.2,8046.2,10424.2
92400,nearly,7198.6,7135.8,7097,7067.8,6780.8
92500,random,15583,15132.2,15133,14984.2,16233.2
92500,reversed,7881.4,7810.4,7585.8,8240.2,10552
92500,nearly,7125.2,6978.8,6813.6,6879,6706
92600,random,15638.2,15183.4,14704,14362.8,14879.8
92600,reversed,8102.4,7785,7600.4,8099.2,10492.6
92600,nearly,7029.4,6941.6,6848.4,6791.6,6614.6
92700,random,15639.4,15225.2,14761,14483.6,14888.4
92700,reversed,7868.8,7777.8,7627.2,8124.4,10506.2
92700,nearly,7020.6,6972.2,6886.4,6845.6,6744.6
92800,random,15665.8,15244.8,14880.4,15061.6,15352.6
92800,reversed,8089.6,7900.6,7668.2,8196.6,10514.8
92800,nearly,7039.2,7105,7044,6764.6,6612.2
92900,random,15690.4,15265.4,14934.8,14477.8,14943.2
92900,reversed,8174.4,7803,7755.2,8062,10608.4
92900,nearly,7079.6,7275,6920.4,6883.6,6589.8
93000,random,15743.4,15683.2,15159.6,14842.4,15498.8
93000,reversed,8069.8,7879,7592.6,8111.4,10566.4
93000,nearly,7300.6,7019.4,6892.6,7018.6,6829.8
93100,random,15725.8,15285.4,14737.8,14651,15581.4
93100,reversed,8057.8,7745,7559,8179.4,10460.4
93100,nearly,7078,7034.4,6918.6,6806.4,6611.2
93200,random,15788,15327.2,14818,14427.8,14917.8
93200,reversed,7780.4,7668,7495.4,8006.2,10469.2
93200,nearly,7129.2,6988.6,7264,6808.4,6598
93300,random,15830,15404.8,14819.4,14544.8,15066.4
93300,reversed,7972.4,7758.2,7622.4,8129.6,10589.8
93300,nearly,7128.6,7031.4,6914.8,6823.6,6619.4
93400,random,15838.8,15393.6,14827.8,14557.6,14966.4
93400,reversed,7818.4,7750.2,7522.8,8024.8,10505.8
93400,nearly,7293.8,7269.8,6903,6853.4,6610.8
93500,random,15948.8,15361.6,15011.2,14561.8,15015.4
93500,reversed,7916.6,7782.4,7629,8166.4,10620.6
93500,nearly,7169.6,7042.8,6943.2,6832.8,6649.2
93600,random,15912.6,15396.6,14805.4,14595.6,15429.6
93600,reversed,7990.6,7861.8,7711.4,8196.4,10663.4
93600,nearly,7367.8,7327,7033.4,6860.6,6765.2
93700,random,15901.2,15385.4,14832.4,14573.8,15165.2
93700,reversed,7963.8,7807.8,7647.4,8172.8,10621.6
93700,nearly,7120.6,7070.2,6931.4,6914.8,6668.2
93800,random,15965.6,15453.2,14921,14662.8,15071.4
93800,reversed,8090,7797.2,7676,8163,10663.6
93800,nearly,7093.8,7122.8,6960.6,7067.4,6712.4
93900,random,15953.8,15413.6,14994.4,14602.2,15074.4
93900,reversed,7985.8,7787.2,7648,8155,10647.8
93900,nearly,7105.8,7078.4,6942.6,6851.4,6629
94000,random,15939.2,15459,14989,14712.2,15390.2
94000,reversed,7979,7849.6,7726.6,8269.6,10752.2
94000,nearly,7215.6,7200,6970.6,6859,6659.2
94100,random,15987.8,15448.4,14913.8,14616.6,15091.6
94100,reversed,7982.2,7844.6,7728.2,8235.8,10758.2
94100,nearly,7103,7226,6973.2,6870.2,6673.4
94200,random,16014.2,15454.4,15043.8,14764,15144.2
94200,reversed,8268.2,7835.8,7668.8,8223.4,10696.4
94200,nearly,7513.6,7317.6,7009.4,6927.6,6675
94300,random,15966,15446,14980.2,14582.2,15125.8
94300,reversed,7921.6,7718.2,7576,8127,10640
94300,nearly,7210.2,7199.4,6983.4,6888.4,6729.8
94400,random,15946.4,15412.6,14990.6,14905,16044.2
94400,reversed,7873.2,7757.8,7676.4,8449.8,11137.6
94400,nearly,7351,7226.4,7014,6923,6694
94500,random,16023.4,15513.8,15056,14761.8,15260.6
94500,reversed,8059,7852,7722.8,8241,10803
94500,nearly,7270.4,7298,7300.2,7043.2,7105.2
94600,random,16610.6,15981.6,15435.4,15125.8,15722.6
94600,reversed,8408,7897.6,7681.8,8128.8,10690.6
94600,nearly,7335.8,7143.6,6973.8,6874.6,6697.4
94700,random,16105.8,15552.6,15082.8,14716.6,15238
94700,reversed,8073.2,7934.4,7819.4,8351.8,10855.8
94700,nearly,7379.2,7094.8,6997.2,6894.4,6691.2
94800,random,16090,15579.2,15039.2,14968.8,15291.2
94800,reversed,7896.8,7754.8,7626.6,8171.2,10735.8
94800,nearly,7284.4,7112,7044.8,7145.2,6831.2
94900,random,16086.2,15488,14963.6,14720.6,15184.8
94900,reversed,8063,7781.2,7655.6,8206.6,10758
94900,nearly,7377.2,7100.4,6999.4,7072.6,6805
95000,random,16154,15622.8,15092,14783.6,15277.6
95000,reversed,8141.4,7887.8,7783.2,8503.4,11254.8
95000,nearly,7424.6,7403.4,7367.8,7185.6,7003.2
95100,random,16144.6,15594.8,15073.6,14662.2,15238
95100,reversed,7995.8,7799,7686.2,8244.8,10841.4
95100,nearly,7174.6,7213,7170.8,6912,6709.6
95200,random,16202,15690,14996,14659.8,15224
95200,reversed,8054.8,7803.2,7673,8204.8,10956.2
95200,nearly,7415,7207.6,7100.4,6991.6,6797.6
95300,random,16224.4,15654.8,15151,14810.4,15375.6
95300,reversed,8359.2,8053.6,7778.4,8376.6,10904.8
95300,nearly,7207.8,7298.4,7161.4,7068.2,6866.8
95400,random,16242.6,15769.6,15184.2,14807,15410.6
95400,reversed,8082,7882.2,7786,8329,11074.6
95400,nearly,7458,7470.8,7388,7249.6,7052.8
95500,random,16270.4,15746.2,15103.4,14791.6,15338
95500,reversed,8285.2,7843.2,7737.6,8289.4,10861.8
95500,nearly,7451.8,7209,7094,6973.2,6886
95600,random,16377.4,15696.4,15230.4,14991,15759.6
95600,reversed,8099,7827.2,7726,8261.6,10877.8
95600,nearly,7377,7208.4,7301.6,7061.2,6798
95700,random,16323,15751.2,15165.4,14882.8,15499.6
95700,reversed,8379.2,7976.8,7798.6,8332.2,10926.4
95700,nearly,7293.6,7524.4,7422.8,7269.8,7064.2
95800,random,16341.4,15693.6,15257,15151.4,15552.6
95800,reversed,8066.6,7893,7825.4,8356.6,10924.2
95800,nearly,7410.8,7224.4,7110.6,7090.2,6807
95900,random,16347.6,15777.2,15289.2,15073,15515.2
95900,reversed,8311,8034.2,7904,8472.8,11080
95900,nearly,7515.8,7558.2,7270.8,7028.2,6855.6
96000,random,16317.4,15702.4,15221,14895.6,15415.6
96000,reversed,8130.6,7892.6,7763,8339.4,11134.2
96000,nearly,7489.8,7199.8,7119,6993,6929.8
96100,random,16418.8,15806.8,15352.6,15271,16319.2
96100,reversed,8214.8,7890.2,7805.2,8678.8,11437
96100,nearly,7507,7414,7339.2,7300.2,7073.6
96200,random,16784.6,16102.6,15295.8,15036.4,15537.4
96200,reversed,8161.6,7992,7887.6,8439.4,11053.4
96200,nearly,7341.4,7250,7128,7106.8,6812.6
96300,random,16382,15834.8,15399.2,15195.6,15723.2
96300,reversed,8425.6,7923.6,7802.4,8404.2,11362.6
96300,nearly,7599,7332.6,7439.8,7171.4,6815.4
96400,random,16404.4,15854.8,15358.8,14983.4,16034.6
96400,reversed,8304,8035.8,7992.6,8633.6,11143
96400,nearly,7348.2,7311.2,7355,7087.2,6944.2
96500,random,16429.8,15848.6,15416.2,15309.4,15616
96500,reversed,8276.8,8044.2,7945.8,8553.4,11166.2
96500,nearly,7495.2,7498.4,7181.2,7003.4,6847.6
96600,random,16436.6,15838,15220.4,14946.8,15646
96600,reversed,8247.6,7883,7803.6,8388.4,11062.2
96600,nearly,8745,7995.2,8106.4,8891.4,9234.6
96700,random,18176,15916.8,15751,15265.6,15538.4
96700,reversed,8365.6,8027.8,7831.6,8611.6,11226.6
96700,nearly,7459.6,7382.8,7218.2,7166.4,6863.4
96800,random,16461.8,15928,15400.4,15012.6,15625.8
96800,reversed,8202.4,8027.4,7917.4,8506.8,11162.6
96800,nearly,7405.4,7302.8,7404.2,7444,7124.2
96900,random,16722.2,15874.6,15283.4,15003.6,15632
96900,reversed,8091,7918.4,7815.4,8445.6,11225.6
96900,nearly,7517.2,7312.8,7251.2,7103.2,6922.6
97000,random,16540.4,15985.4,15582.6,15430.4,15691.8
97000,reversed,8251,8078,7993.2,8615.2,11255.8
97000,nearly,7937.6,7745,7522.6,7080.4,6888.6
97100,random,16549.8,15834,15309.8,15040.8,15696
97100,reversed,8208.8,7880.8,7814,8435,11167.4
97100,nearly,11164.8,10172,12203.4,11921.2,8958.2
97200,random,17136.2,23246,16688.2,15538,16073.4
97200,reversed,8719.4,8646.4,8658,9127,11690.8
97200,nearly,8699.4,7621,7535.4,7525,7229.2
97300,random,16551.8,16043.8,15463,15045,15695.2
97300,reversed,8156.6,7968.4,7876.2,8516.8,11311.6
97300,nearly,7510.4,7386.2,7244,7131.4,6942
97400,random,16652.2,16313.4,15397.8,15139.2,15733.2
97400,reversed,8235.4,8002.8,7916.2,8520,11211.2
97400,nearly,7729,7529.4,7328,7199.4,7036
97500,random,17581.4,16095.8,15531.4,15247,15713.2
97500,reversed,8587.4,7978,12330.2,12235.6,11650
97500,nearly,7458.2,7453,7225.6,7285.8,6964.6
97600,random,16662.2,16224.8,15410,15226,15921.2
